name,id
"viewport=Desktop, Position=First, layout=6UP, peek=Standard, Scaling=Aspect Ratio",57924:238859
"viewport=Desktop, Position=First, layout=6UP, peek=Standard, Scaling=Content-Driven Height",64685:236119
"viewport=Desktop, Position=Last, layout=6UP, peek=Standard, Scaling=Aspect Ratio",57924:238863
"viewport=Desktop, Position=Last, layout=6UP, peek=Standard, Scaling=Content-Driven Height",64685:236125
"viewport=Desktop, Position=Middle, layout=6UP, peek=Standard, Scaling=Aspect Ratio",57924:238867
"viewport=Desktop, Position=Middle, layout=6UP, peek=Standard, Scaling=Content-Driven Height",64685:236131
"viewport=Desktop, Position=First, layout=8UP, peek=Standard, Scaling=Aspect Ratio",58138:232004
"viewport=Desktop, Position=First, layout=8UP, peek=Standard, Scaling=Content-Driven Height",64685:236139
"viewport=Desktop, Position=Last, layout=8UP, peek=Standard, Scaling=Aspect Ratio",58138:232008
"viewport=Desktop, Position=Last, layout=8UP, peek=Standard, Scaling=Content-Driven Height",64685:236145
"viewport=Desktop, Position=Middle, layout=8UP, peek=Standard, Scaling=Aspect Ratio",58138:232012
"viewport=Desktop, Position=Middle, layout=8UP, peek=Standard, Scaling=Content-Driven Height",64685:236151
"viewport=Tablet, Position=First, layout=8UP, peek=Standard, Scaling=Content-Driven Height",57924:235374
"viewport=Tablet, Position=Middle, layout=8UP, peek=Standard, Scaling=Content-Driven Height",57924:235376
"viewport=Tablet, Position=Last, layout=8UP, peek=Standard, Scaling=Content-Driven Height",57924:235378
"viewport=Tablet, Position=First, layout=8UP, peek=None, Scaling=Content-Driven Height",57924:235380
"viewport=Tablet, Position=Middle, layout=8UP, peek=None, Scaling=Content-Driven Height",57924:235382
"viewport=Tablet, Position=Last, layout=8UP, peek=None, Scaling=Content-Driven Height",57924:235384
"viewport=Tablet, Layout=8UP - DeskTab, Scaling=Aspect Ratio, Gutters=24 Tablet Desktop",60719:216567
"viewport=Tablet, Layout=8UP - DeskTab, Scaling=Aspect Ratio, Gutters=40 Tablet Desktop",61041:227696
"viewport=Tablet, Layout=6UP - DeskTab, Scaling=Aspect Ratio, Gutters=24 Tablet Desktop",60719:216576
"viewport=Tablet, Layout=4UP, Scaling=Aspect Ratio, Gutters=24 Tablet Desktop",60719:216589
"viewport=Tablet, Layout=3UP, Scaling=Aspect Ratio, Gutters=24 Tablet Desktop",60719:216594
"viewport=Tablet, Layout=2UP, Scaling=Aspect Ratio, Gutters=24 Tablet Desktop",60719:216598
"viewport=Tablet, Layout=1UP, Scaling=Aspect Ratio, Gutters=24 Tablet Desktop",64279:267740
"viewport=Mobile, Layout=4UP, Scaling=Aspect Ratio, Gutters=12 Mobile only",60719:216603
"viewport=Mobile, Layout=6UP - DeskTab, Scaling=Aspect Ratio, Gutters=12 Mobile only",65057:266690
"viewport=Mobile, Layout=8UP - DeskTab, Scaling=Aspect Ratio, Gutters=12 Mobile only",60719:216618
"viewport=Mobile, Layout=8UP - DeskTab, Scaling=Content-Driven Height, Gutters=12 Mobile only",60719:216628
"viewport=Tablet, Layout=6UP - DeskTab, Scaling=Aspect Ratio, Gutters=40 Tablet Desktop",60719:216642
"viewport=Tablet, Layout=4UP, Scaling=Aspect Ratio, Gutters=40 Tablet Desktop",60719:216655
"viewport=Tablet, Layout=3UP, Scaling=Aspect Ratio, Gutters=40 Tablet Desktop",60719:216660
"viewport=Tablet, Layout=2UP, Scaling=Aspect Ratio, Gutters=40 Tablet Desktop",60719:216664
"viewport=Tablet, Layout=1UP, Scaling=Aspect Ratio, Gutters=40 Tablet Desktop",64279:267827
"viewport=Mobile, Layout=3UP, Scaling=Aspect Ratio, Gutters=12 Mobile only",60719:216689
"viewport=Mobile, Layout=2UP, Scaling=Aspect Ratio, Gutters=12 Mobile only",63582:285318
"viewport=Mobile, Layout=1UP, Scaling=Aspect Ratio, Gutters=12 Mobile only",60719:216696
"viewport=Desktop, Layout=8UP - DeskTab, Scaling=Aspect Ratio, Gutters=24 Tablet Desktop",60719:216719
"viewport=Desktop, Layout=6UP - DeskTab, Scaling=Aspect Ratio, Gutters=24 Tablet Desktop",60719:216736
"viewport=Desktop, Layout=4UP, Scaling=Aspect Ratio, Gutters=24 Tablet Desktop",60719:216749
"viewport=Desktop, Layout=3UP, Scaling=Aspect Ratio, Gutters=24 Tablet Desktop",60719:216754
"viewport=Desktop, Layout=2UP, Scaling=Aspect Ratio, Gutters=24 Tablet Desktop",60719:216758
"viewport=Desktop, Layout=1UP, Scaling=Aspect Ratio, Gutters=24 Tablet Desktop",64279:267830
"viewport=Desktop, Layout=8UP - DeskTab, Scaling=Aspect Ratio, Gutters=40 Tablet Desktop",60719:216763
"viewport=Desktop, Layout=6UP - DeskTab, Scaling=Aspect Ratio, Gutters=40 Tablet Desktop",60719:216780
"viewport=Desktop, Layout=4UP, Scaling=Aspect Ratio, Gutters=40 Tablet Desktop",60719:216793
"viewport=Desktop, Layout=3UP, Scaling=Aspect Ratio, Gutters=40 Tablet Desktop",60719:216798
"viewport=Desktop, Layout=2UP, Scaling=Aspect Ratio, Gutters=40 Tablet Desktop",60719:216802
"viewport=Desktop, Layout=1UP, Scaling=Aspect Ratio, Gutters=40 Tablet Desktop",64279:267844
"viewport=Tablet, Layout=8UP - DeskTab, Scaling=Content-Driven Height, Gutters=24 Tablet Desktop",60719:216815
"viewport=Tablet, Layout=8UP - DeskTab, Scaling=Content-Driven Height, Gutters=40 Tablet Desktop",61041:227968
"viewport=Tablet, Layout=6UP - DeskTab, Scaling=Content-Driven Height, Gutters=24 Tablet Desktop",60719:216824
"viewport=Tablet, Layout=4UP, Scaling=Content-Driven Height, Gutters=24 Tablet Desktop",60719:216837
"viewport=Tablet, Layout=3UP, Scaling=Content-Driven Height, Gutters=24 Tablet Desktop",60719:216842
"viewport=Tablet, Layout=2UP, Scaling=Content-Driven Height, Gutters=24 Tablet Desktop",60719:216846
"viewport=Tablet, Layout=1UP, Scaling=Content-Driven Height, Gutters=24 Tablet Desktop",64279:267828
"viewport=Tablet, Layout=6UP - DeskTab, Scaling=Content-Driven Height, Gutters=40 Tablet Desktop",60719:216851
"viewport=Tablet, Layout=4UP, Scaling=Content-Driven Height, Gutters=40 Tablet Desktop",60719:216864
"viewport=Tablet, Layout=3UP, Scaling=Content-Driven Height, Gutters=40 Tablet Desktop",60719:216869
"viewport=Tablet, Layout=2UP, Scaling=Content-Driven Height, Gutters=40 Tablet Desktop",60719:216873
"viewport=Tablet, Layout=1UP, Scaling=Content-Driven Height, Gutters=40 Tablet Desktop",64279:267829
"viewport=Mobile, Layout=4UP, Scaling=Content-Driven Height, Gutters=12 Mobile only",60719:216878
"viewport=Mobile, Layout=6UP - DeskTab, Scaling=Content-Driven Height, Gutters=12 Mobile only",65057:266701
"viewport=Mobile, Layout=3UP, Scaling=Content-Driven Height, Gutters=12 Mobile only",60719:216889
"viewport=Mobile, Layout=1UP, Scaling=Content-Driven Height, Gutters=12 Mobile only",60719:216896
"viewport=Desktop, Layout=8UP - DeskTab, Scaling=Content-Driven Height, Gutters=24 Tablet Desktop",60719:216919
"viewport=Desktop, Layout=6UP - DeskTab, Scaling=Content-Driven Height, Gutters=24 Tablet Desktop",60719:216936
"viewport=Desktop, Layout=4UP, Scaling=Content-Driven Height, Gutters=24 Tablet Desktop",60719:216949
"viewport=Desktop, Layout=3UP, Scaling=Content-Driven Height, Gutters=24 Tablet Desktop",60719:216954
"viewport=Desktop, Layout=2UP, Scaling=Content-Driven Height, Gutters=24 Tablet Desktop",60719:216958
"viewport=Desktop, Layout=1UP, Scaling=Content-Driven Height, Gutters=24 Tablet Desktop",64279:267846
"viewport=Desktop, Layout=8UP - DeskTab, Scaling=Content-Driven Height, Gutters=40 Tablet Desktop",60719:216984
"viewport=Desktop, Layout=6UP - DeskTab, Scaling=Content-Driven Height, Gutters=40 Tablet Desktop",60719:217001
"viewport=Desktop, Layout=4UP, Scaling=Content-Driven Height, Gutters=40 Tablet Desktop",60719:217014
"viewport=Desktop, Layout=3UP, Scaling=Content-Driven Height, Gutters=40 Tablet Desktop",60719:217019
"viewport=Desktop, Layout=2UP, Scaling=Content-Driven Height, Gutters=40 Tablet Desktop",60719:217023
"viewport=Desktop, Layout=1UP, Scaling=Content-Driven Height, Gutters=40 Tablet Desktop",64279:267847
"viewport=Mobile, Layout=2UP, Scaling=Content-Driven Height, Gutters=12 Mobile only",64052:302508
"viewport=Mobile, Pairings=TitleMD+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176420
"viewport=Mobile, Pairings=TitleMD+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284152
"viewport=Mobile, Pairings=TitleSM+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176424
"viewport=Mobile, Pairings=TitleSM+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284156
"viewport=Mobile, Pairings=BodyLG+BodyMD, titleBold=True, Subtitle Color=Primary, textAlignment=Left",108206:5920
"viewport=Mobile, Pairings=BodyLG+BodyMD, titleBold=True, Subtitle Color=Primary, textAlignment=Center",108206:5949
"viewport=Mobile, Pairings=BodyLG+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Left",108206:5927
"viewport=Mobile, Pairings=BodyLG+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Center",108206:5951
"viewport=Mobile, Pairings=BodyMD+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Left",108206:5938
"viewport=Mobile, Pairings=BodyMD+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Center",108206:5953
"viewport=Mobile, Pairings=TitleSM+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176428
"viewport=Mobile, Pairings=TitleSM+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284160
"viewport=Mobile, Pairings=TitleSM+BodyMD, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176432
"viewport=Mobile, Pairings=TitleSM+BodyMD, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284164
"viewport=Mobile, Pairings=BodyLG+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Left",108206:5912
"viewport=Mobile, Pairings=BodyLG+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Center",108206:5955
"viewport=Mobile, Pairings=BodyMD+BodyMD, titleBold=True, Subtitle Color=Primary, textAlignment=Left",108206:5934
"viewport=Mobile, Pairings=BodyMD+BodyMD, titleBold=True, Subtitle Color=Primary, textAlignment=Center",108206:5959
"viewport=Mobile, Pairings=BodySM+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Left",108206:5945
"viewport=Mobile, Pairings=BodySM+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Center",108206:5963
"viewport=Mobile, Pairings=TitleSM+BodyMD, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176440
"viewport=Mobile, Pairings=TitleSM+BodyMD, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284172
"viewport=Mobile, Pairings=TitleSM+BodySM, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176448
"viewport=Mobile, Pairings=BodyLG+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",108863:163894
"viewport=Mobile, Pairings=BodyLG+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",108863:163930
"viewport=Mobile, Pairings=BodyMD+BodyMD, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",108863:163913
"viewport=Mobile, Pairings=BodyMD+BodyMD, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",108863:163934
"viewport=Mobile, Pairings=BodySM+BodySM, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",108863:163925
"viewport=Mobile, Pairings=BodySM+BodySM, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",108863:163938
"viewport=Mobile, Pairings=TitleSM+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284180
"viewport=Mobile, Pairings=TitleSM+BodySM, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176456
"viewport=Mobile, Pairings=TitleSM+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284188
"viewport=Mobile, Pairings=TitleMD+BodySM, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176464
"viewport=Mobile, Pairings=TitleMD+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284196
"viewport=Mobile, Pairings=TitleMD+BodyMD, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176468
"viewport=Mobile, Pairings=TitleMD+BodyMD, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284200
"viewport=Mobile, Pairings=TitleMD+BodyLG, titleBold=False, Subtitle Color=Secondary, textAlignment=Left",51640:176472
"viewport=Mobile, Pairings=TitleMD+BodyLG, titleBold=False, Subtitle Color=Primary, textAlignment=Left",61484:284204
"viewport=Mobile, Pairings=TitleMD+BodyLG, titleBold=False, Subtitle Color=Secondary, textAlignment=Center",51640:176484
"viewport=Mobile, Pairings=TitleMD+BodyLG, titleBold=False, Subtitle Color=Primary, textAlignment=Center",61484:284216
"viewport=Mobile, Pairings=TitleMD+BodyMD, titleBold=False, Subtitle Color=Secondary, textAlignment=Left",51640:176488
"viewport=Mobile, Pairings=TitleMD+BodyMD, titleBold=False, Subtitle Color=Primary, textAlignment=Left",61484:284220
"viewport=Mobile, Pairings=TitleMD+BodyMD, titleBold=False, Subtitle Color=Secondary, textAlignment=Center",51640:176500
"viewport=Mobile, Pairings=TitleMD+BodyMD, titleBold=False, Subtitle Color=Primary, textAlignment=Center",61484:284232
"viewport=Mobile, Pairings=TitleMD+BodySM, titleBold=False, Subtitle Color=Secondary, textAlignment=Left",51640:176504
"viewport=Mobile, Pairings=TitleMD+BodySM, titleBold=False, Subtitle Color=Primary, textAlignment=Left",61484:284236
"viewport=Mobile, Pairings=TitleMD+BodySM, titleBold=False, Subtitle Color=Secondary, textAlignment=Center",51640:176516
"viewport=Mobile, Pairings=TitleMD+BodySM, titleBold=False, Subtitle Color=Primary, textAlignment=Center",61484:284248
"viewport=Mobile, Pairings=TitleMD+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176532
"viewport=Mobile, Pairings=TitleMD+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284264
"viewport=Mobile, Pairings=TitleMD+BodyMD, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176536
"viewport=Mobile, Pairings=TitleMD+BodyMD, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284268
"viewport=Mobile, Pairings=TitleMD+BodySM, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176540
"viewport=Mobile, Pairings=TitleMD+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284272
"viewport=DesktopTablet, Pairings=TitleSM+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176556
"viewport=DesktopTablet, Pairings=BodyLG+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",108863:163963
"viewport=DesktopTablet, Pairings=BodyLG+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",108863:164006
"viewport=DesktopTablet, Pairings=BodyMD+BodyMD, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",108863:163990
"viewport=DesktopTablet, Pairings=BodyMD+BodyMD, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",108863:164010
"viewport=DesktopTablet, Pairings=BodySM+BodySM, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",108863:164002
"viewport=DesktopTablet, Pairings=BodySM+BodySM, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",108863:164014
"viewport=DesktopTablet, Pairings=TitleSM+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284288
"viewport=DesktopTablet, Pairings=BodyLG+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Left",108206:5982
"viewport=DesktopTablet, Pairings=BodyMD+BodyMD, titleBold=True, Subtitle Color=Primary, textAlignment=Left",108206:6007
"viewport=DesktopTablet, Pairings=BodySM+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Left",108206:6018
"viewport=DesktopTablet, Pairings=TitleSM+BodyMD, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176560
"viewport=DesktopTablet, Pairings=TitleSM+BodyMD, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284292
"viewport=DesktopTablet, Pairings=TitleSM+BodyMD, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176572
"viewport=DesktopTablet, Pairings=TitleSM+BodyMD, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284304
"viewport=DesktopTablet, Pairings=TitleSM+BodySM, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176576
"viewport=DesktopTablet, Pairings=TitleSM+TitleSM, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",108863:163968
"viewport=DesktopTablet, Pairings=TitleSM+TitleSM, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",108863:163972
"viewport=DesktopTablet, Pairings=TitleSM+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284308
"viewport=DesktopTablet, Pairings=TitleSM+TitleSM, titleBold=True, Subtitle Color=Primary, textAlignment=Left",108206:5987
"viewport=DesktopTablet, Pairings=TitleSM+TitleSM, titleBold=True, Subtitle Color=Primary, textAlignment=Center",108206:6132
"viewport=DesktopTablet, Pairings=TitleSM+BodySM, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176588
"viewport=DesktopTablet, Pairings=TitleSM+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284320
"viewport=DesktopTablet, Pairings=TitleSM+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176596
"viewport=DesktopTablet, Pairings=TitleSM+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284328
"viewport=DesktopTablet, Pairings=TitleMD+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176604
"viewport=DesktopTablet, Pairings=TitleMD+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284336
"viewport=DesktopTablet, Pairings=TitleMD+BodySM, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176608
"viewport=DesktopTablet, Pairings=TitleMD+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284340
"viewport=DesktopTablet, Pairings=TitleMD+BodyMD, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176612
"viewport=DesktopTablet, Pairings=TitleMD+BodyMD, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284344
"viewport=DesktopTablet, Pairings=TitleMD+BodyMD, titleBold=False, Subtitle Color=Secondary, textAlignment=Left",51640:176616
"viewport=DesktopTablet, Pairings=TitleMD+BodyMD, titleBold=False, Subtitle Color=Primary, textAlignment=Left",61484:284348
"viewport=DesktopTablet, Pairings=TitleMD+BodyMD, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176628
"viewport=DesktopTablet, Pairings=TitleMD+BodyMD, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284360
"viewport=DesktopTablet, Pairings=TitleMD+BodyMD, titleBold=False, Subtitle Color=Secondary, textAlignment=Center",51640:176632
"viewport=DesktopTablet, Pairings=TitleMD+BodyMD, titleBold=False, Subtitle Color=Primary, textAlignment=Center",61484:284364
"viewport=DesktopTablet, Pairings=TitleMD+BodySM, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176644
"viewport=DesktopTablet, Pairings=TitleMD+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284376
"viewport=DesktopTablet, Pairings=TitleMD+BodyLG, titleBold=False, Subtitle Color=Secondary, textAlignment=Left",51640:176656
"viewport=DesktopTablet, Pairings=TitleMD+BodyLG, titleBold=False, Subtitle Color=Primary, textAlignment=Left",61484:284388
"viewport=DesktopTablet, Pairings=TitleMD+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176672
"viewport=DesktopTablet, Pairings=TitleMD+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284404
"viewport=DesktopTablet, Pairings=TitleMD+BodyLG, titleBold=False, Subtitle Color=Secondary, textAlignment=Center",51640:176676
"viewport=DesktopTablet, Pairings=TitleMD+BodyLG, titleBold=False, Subtitle Color=Primary, textAlignment=Center",61484:284408
"viewport=DesktopTablet, Pairings=TitleLG+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176684
"viewport=DesktopTablet, Pairings=TitleLG+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284416
"viewport=DesktopTablet, Pairings=TitleLG+BodySM, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176688
"viewport=DesktopTablet, Pairings=TitleLG+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284420
"viewport=DesktopTablet, Pairings=TitleLG+BodyMD, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176692
"viewport=DesktopTablet, Pairings=TitleLG+BodyMD, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284424
"viewport=DesktopTablet, Pairings=TitleLG+BodyMD, titleBold=False, Subtitle Color=Secondary, textAlignment=Left",51640:176696
"viewport=DesktopTablet, Pairings=TitleLG+BodyMD, titleBold=False, Subtitle Color=Primary, textAlignment=Left",61484:284428
"viewport=DesktopTablet, Pairings=TitleLG+BodySM, titleBold=False, Subtitle Color=Secondary, textAlignment=Left",51640:176700
"viewport=DesktopTablet, Pairings=TitleLG+BodySM, titleBold=False, Subtitle Color=Primary, textAlignment=Left",61484:284432
"viewport=DesktopTablet, Pairings=TitleLG+BodyMD, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176728
"viewport=DesktopTablet, Pairings=TitleLG+BodyMD, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284460
"viewport=DesktopTablet, Pairings=TitleLG+BodyMD, titleBold=False, Subtitle Color=Secondary, textAlignment=Center",51640:176732
"viewport=DesktopTablet, Pairings=TitleLG+BodyMD, titleBold=False, Subtitle Color=Primary, textAlignment=Center",61484:284464
"viewport=DesktopTablet, Pairings=TitleLG+BodySM, titleBold=False, Subtitle Color=Secondary, textAlignment=Center",51640:176736
"viewport=DesktopTablet, Pairings=TitleLG+BodySM, titleBold=False, Subtitle Color=Primary, textAlignment=Center",61484:284468
"viewport=DesktopTablet, Pairings=TitleLG+BodySM, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176740
"viewport=DesktopTablet, Pairings=TitleLG+BodySM, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284472
"viewport=DesktopTablet, Pairings=TitleLG+BodyLG, titleBold=False, Subtitle Color=Secondary, textAlignment=Left",51640:176752
"viewport=DesktopTablet, Pairings=TitleLG+BodyLG, titleBold=False, Subtitle Color=Primary, textAlignment=Left",61484:284484
"viewport=DesktopTablet, Pairings=TitleLG+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176764
"viewport=DesktopTablet, Pairings=TitleLG+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284496
"viewport=DesktopTablet, Pairings=TitleLG+BodyLG, titleBold=False, Subtitle Color=Secondary, textAlignment=Center",51640:176768
"viewport=DesktopTablet, Pairings=TitleLG+BodyLG, titleBold=False, Subtitle Color=Primary, textAlignment=Center",61484:284500
"viewport=DesktopTablet, Pairings=TitleXL+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176780
"viewport=DesktopTablet, Pairings=TitleXL+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284512
"viewport=DesktopTablet, Pairings=TitleXL+BodyLG, titleBold=False, Subtitle Color=Secondary, textAlignment=Left",51640:176785
"viewport=DesktopTablet, Pairings=TitleXL+BodyLG, titleBold=False, Subtitle Color=Primary, textAlignment=Left",61484:284517
"viewport=DesktopTablet, Pairings=TitleXL+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176800
"viewport=DesktopTablet, Pairings=TitleXL+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284532
"viewport=DesktopTablet, Pairings=TitleXL+BodyLG, titleBold=False, Subtitle Color=Secondary, textAlignment=Center",51640:176805
"viewport=DesktopTablet, Pairings=TitleXL+BodyLG, titleBold=False, Subtitle Color=Primary, textAlignment=Center",61484:284537
"viewport=DesktopTablet, Pairings=FeatXS+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176820
"viewport=DesktopTablet, Pairings=FeatXS+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284552
"viewport=DesktopTablet, Pairings=FeatXS+BodyLG, titleBold=False, Subtitle Color=Secondary, textAlignment=Left",51640:176825
"viewport=DesktopTablet, Pairings=FeatXS+BodyLG, titleBold=False, Subtitle Color=Primary, textAlignment=Left",61484:284557
"viewport=DesktopTablet, Pairings=FeatXS+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176840
"viewport=DesktopTablet, Pairings=FeatXS+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284572
"viewport=DesktopTablet, Pairings=FeatXS+BodyLG, titleBold=False, Subtitle Color=Secondary, textAlignment=Center",51640:176845
"viewport=DesktopTablet, Pairings=FeatXS+BodyLG, titleBold=False, Subtitle Color=Primary, textAlignment=Center",61484:284577
"viewport=DesktopTablet, Pairings=FeatSM+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176860
"viewport=DesktopTablet, Pairings=FeatSM+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284592
"viewport=DesktopTablet, Pairings=FeatSM+BodyLG, titleBold=False, Subtitle Color=Secondary, textAlignment=Left",51640:176865
"viewport=DesktopTablet, Pairings=FeatSM+BodyLG, titleBold=False, Subtitle Color=Primary, textAlignment=Left",61484:284597
"viewport=DesktopTablet, Pairings=FeatSM+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176880
"viewport=DesktopTablet, Pairings=FeatSM+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284612
"viewport=DesktopTablet, Pairings=FeatSM+BodyLG, titleBold=False, Subtitle Color=Secondary, textAlignment=Center",51640:176885
"viewport=DesktopTablet, Pairings=FeatSM+BodyLG, titleBold=False, Subtitle Color=Primary, textAlignment=Center",61484:284617
"viewport=DesktopTablet, Pairings=FeatMD+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Left",51640:176900
"viewport=DesktopTablet, Pairings=FeatMD+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Left",61484:284632
"viewport=DesktopTablet, Pairings=FeatMD+BodyLG, titleBold=False, Subtitle Color=Secondary, textAlignment=Left",51640:176905
"viewport=DesktopTablet, Pairings=FeatMD+BodyLG, titleBold=False, Subtitle Color=Primary, textAlignment=Left",61484:284637
"viewport=DesktopTablet, Pairings=FeatMD+BodyLG, titleBold=True, Subtitle Color=Secondary, textAlignment=Center",51640:176920
"viewport=DesktopTablet, Pairings=FeatMD+BodyLG, titleBold=True, Subtitle Color=Primary, textAlignment=Center",61484:284652
"viewport=DesktopTablet, Pairings=FeatMD+BodyLG, titleBold=False, Subtitle Color=Secondary, textAlignment=Center",51640:176925
